WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
243,DOM,GGX_NGDP,Dominican Republic,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.589,12.995,13.825,14.538,15.733,15.845,19.014,17.078,15.144,16.159,16.273,18.286,16.248,15.799,15.947,20.118,17.691,17,16.681,16.974,17.101,16.316,16.591,20.286,17.206,16.443,15.93,16.081,16.048
243,DOM,GGXCNL,Dominican Republic,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.207,-2.458,-4.552,-5.487,-6.96,-8.638,-38.889,-32.267,-4.366,-11.88,1.534,-54,-52.373,-54.119,-67.415,-156.531,-90.969,-80.536,-1.058,-108.219,-117.408,-91.511,-100.159,-345.034,-158.427,-103.183,-83.412,-100.433,-107.52
243,DOM,GGXCNL_NGDP,Dominican Republic,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.144,-0.771,-1.299,-1.395,-1.629,-1.809,-6.187,-3.447,-0.403,-0.942,0.105,-3.25,-3.017,-2.729,-3.05,-6.56,-3.472,-2.753,-0.033,-3.103,-3.088,-2.16,-2.195,-7.786,-3.305,-1.972,-1.459,-1.61,-1.578
243,DOM,GGSB,Dominican Republic,General government structural balance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.854,-1.271,-5.312,-7.745,-7.477,-9.146,-28.457,-23.82,-4.46,-17.036,-5.531,-67.202,-43.179,-62.657,-68.589,-151.63,-83.782,-160.215,-154.35,-150.599,-165.31,-177.652,-182.375,-390.706,-198.879,-151.83,-143.946,-157.695,-169.76
243,DOM,GGSB_NPGDP,Dominican Republic,General government structural balance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.02,-0.403,-1.543,-2.011,-1.765,-1.952,-4.389,-2.42,-0.406,-1.372,-0.392,-4.109,-2.439,-3.213,-3.114,-6.249,-3.13,-5.42,-4.806,-4.348,-4.36,-4.32,-4.191,-8.471,-4.036,-2.87,-2.524,-2.528,-2.491
243,DOM,GGXONLB,Dominican Republic,General government primary net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.299,-0.553,-2.374,-2.746,-4.014,-4.864,-28.707,-15.675,8.947,4.649,23.355,-27.902,-20.416,-18.322,-22.584,-100.312,-31.75,-11.687,73.098,-19.891,-20.579,18.138,25.092,-204.025,8.348,73.223,102.423,92.969,94.173
243,DOM,GGXONLB_NGDP,Dominican Republic,General government primary net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.463,-0.173,-0.677,-0.698,-0.939,-1.019,-4.567,-1.675,0.826,0.369,1.601,-1.679,-1.176,-0.924,-1.022,-4.204,-1.212,-0.399,2.28,-0.57,-0.541,0.428,0.55,-4.604,0.174,1.399,1.792,1.49,1.382
243,DOM,GGXWDN,Dominican Republic,General government net debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,67.36,91.461,292.899,296.138,348.977,377.478,379.592,464.39,518.372,598.822,704.236,898.319,"1,054.77","1,125.40","1,220.30","1,366.14","1,554.52","1,775.03","1,987.73","2,587.90","2,746.22","2,902.14","3,053.57","3,217.59","3,393.40"
243,DOM,GGXWDN_NGDP,Dominican Republic,General government net debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.763,19.157,46.595,31.639,32.21,29.925,26.028,27.948,29.859,30.195,31.863,37.649,40.262,38.466,38.067,39.175,40.88,41.905,43.569,58.399,57.298,55.465,53.426,51.571,49.789
243,DOM,GGXWDG,Dominican Republic,General government gross debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38.824,42.218,56.003,65.711,86.965,102.583,302.678,321.469,415.193,454.379,479.917,558.425,637.72,739.95,863.147,"1,009.77","1,223.82","1,313.95","1,440.67","1,632.70","1,869.50","2,145.93","2,452.56","3,047.52","3,268.84","3,493.27","3,715.43","3,952.41","4,203.38"
243,DOM,GGXWDG_NGDP,Dominican Republic,General government gross debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.848,13.249,15.977,16.707,20.351,21.487,48.15,34.346,38.322,36.022,32.907,33.607,36.734,37.311,39.053,42.32,46.715,44.911,44.941,46.818,49.163,50.661,53.758,68.771,68.203,66.762,65.006,63.349,61.674
243,DOM,NGDP_FY,Dominican Republic,"Gross domestic product corresponding to fiscal year, current prices",54.371,77.344,123.552,145.067,163.513,184.769,214.123,235.25,280.363,318.649,350.52,393.303,427.319,477.43,628.611,935.985,"1,083.45","1,261.40","1,458.42","1,661.64","1,736.04","1,983.20","2,210.21","2,386.02","2,619.77","2,925.67","3,205.66","3,487.29","3,802.66","4,235.85","4,562.24","4,431.43","4,792.83","5,232.40","5,715.47","6,239.14","6,815.50"
243,DOM,BCA,Dominican Republic,Current account balance,-0.327,-0.28,-0.157,-0.708,-0.533,-0.283,-0.183,-0.213,-0.163,-0.338,-0.429,-1.027,-0.741,-0.798,1.036,1.041,-0.473,-1.287,-2.166,-4.52,-2.303,-4.024,-4.359,-3.971,-2.568,-2.17,-1.28,-0.815,-0.133,-1.16,-1.205,-4.702,-3.669,-2.695,-1.915,-1.044,-1.091
243,DOM,BCA_NGDPD,Dominican Republic,Current account balance,-3.81,-3.497,-1.591,-6.1,-4.074,-1.932,-1.099,-1.166,-0.814,-1.561,-1.939,-4.223,-2.894,-2.928,4.815,4.628,-1.316,-3.388,-4.916,-9.376,-4.766,-7.462,-7.504,-6.536,-4.092,-3.226,-1.797,-1.075,-0.166,-1.354,-1.353,-6.038,-4.486,-2.985,-1.983,-1.007,-0.979
248,ECU,NGDP_R,Ecuador,"Gross domestic product, constant prices",29.3,30.181,31.725,32.871,33.529,34.956,35.744,36.363,37.936,39.176,37.319,37.726,39.241,40.849,41.961,45.407,47.809,49.915,51.008,54.25,54.558,56.481,60.925,64.362,67.546,70.105,70.175,69.314,70.956,71.871,71.909,63.997,67.044,67.901,69.069,70.469,72.079
248,ECU,NGDP_RPCH,Ecuador,"Gross domestic product, constant prices",0.285,3.008,5.113,3.614,2,4.258,2.253,1.732,4.328,3.267,-4.739,1.092,4.016,4.097,2.723,8.211,5.291,4.404,2.19,6.357,0.566,3.525,7.868,5.642,4.947,3.789,0.099,-1.226,2.368,1.289,0.054,-11.002,4.76,1.279,1.719,2.027,2.285
248,ECU,NGDP,Ecuador,"Gross domestic product, current prices",12.049,12.236,13.73,15.012,17.537,21.147,22.968,24.035,27.009,27.474,19.74,18.319,24.468,28.549,32.433,36.592,41.507,46.802,51.008,61.763,62.52,69.555,79.277,87.925,95.13,101.726,99.29,99.938,104.296,107.562,107.436,93.078,99.247,102.803,106.026,109.55,113.47
248,ECU,NGDPD,Ecuador,"Gross domestic product, current prices",12.049,12.236,13.73,15.012,17.537,21.147,22.968,24.035,27.009,27.474,19.74,18.319,24.468,28.549,32.433,36.592,41.507,46.802,51.008,61.763,62.52,69.555,79.277,87.925,95.13,101.726,99.29,99.938,104.296,107.562,107.436,93.078,99.247,102.803,106.026,109.55,113.47
248,ECU,PPPGDP,Ecuador,"Gross domestic product, current prices",45.203,48.306,52.493,55.63,58.087,61.853,64.573,66.894,70.992,74.137,71.643,74.044,78.706,83.227,87.081,96.768,105.062,113.008,118.585,128.577,130.291,136.456,150.267,159.56,175.196,186.847,179.31,181.967,195.011,202.268,205.989,185.913,199.065,205.198,212.509,220.963,230.437
248,ECU,NGDP_D,Ecuador,"Gross domestic product, deflator",41.123,40.541,43.279,45.671,52.305,60.497,64.258,66.098,71.195,70.129,52.895,48.556,62.353,69.889,77.292,80.586,86.818,93.764,100,113.847,114.594,123.148,130.122,136.608,140.837,145.105,141.49,144.181,146.987,149.661,149.405,145.441,148.033,151.401,153.509,155.459,157.423
248,ECU,NGDPRPC,Ecuador,"Gross domestic product per capita, constant prices","2,875.59","2,893.66","2,972.88","3,012.25","3,007.05","3,071.77","3,081.91","3,081.98","3,164.89","3,219.57","3,022.51","3,010.60","3,062.26","3,119.79","3,150.35","3,350.59","3,484.32","3,574.37","3,588.31","3,748.42","3,701.72","3,762.34","3,990.79","4,146.80","4,281.92","4,374.08","4,310.79","4,193.55","4,229.35","4,221.86","4,164.30","3,654.77","3,775.68","3,770.98","3,782.66","3,805.87","3,838.90"
248,ECU,NGDPRPPPPC,Ecuador,"Gross domestic product per capita, constant prices","7,903.12","7,952.79","8,170.49","8,278.71","8,264.42","8,442.29","8,470.16","8,470.36","8,698.20","8,848.50","8,306.91","8,274.16","8,416.16","8,574.25","8,658.24","9,208.57","9,576.10","9,823.60","9,861.92","10,301.95","10,173.61","10,340.20","10,968.06","11,396.85","11,768.18","12,021.48","11,847.54","11,525.33","11,623.72","11,603.14","11,444.95","10,044.57","10,376.87","10,363.96","10,396.05","10,459.83","10,550.63"
248,ECU,NGDPPC,Ecuador,"Gross domestic product per capita, current prices","1,182.53","1,173.13","1,286.62","1,375.71","1,572.84","1,858.32","1,980.37","2,037.13","2,253.23","2,257.86","1,598.77","1,461.84","1,909.42","2,180.39","2,434.98","2,700.12","3,025.01","3,351.48","3,588.31","4,267.47","4,241.94","4,633.25","5,192.88","5,664.89","6,030.50","6,347.00","6,099.35","6,046.30","6,216.61","6,318.48","6,221.67","5,315.52","5,589.24","5,709.29","5,806.70","5,916.57","6,043.32"
248,ECU,NGDPDPC,Ecuador,"Gross domestic product per capita, current prices","1,182.53","1,173.13","1,286.62","1,375.71","1,572.84","1,858.32","1,980.37","2,037.13","2,253.23","2,257.86","1,598.77","1,461.84","1,909.42","2,180.39","2,434.98","2,700.12","3,025.01","3,351.48","3,588.31","4,267.47","4,241.94","4,633.25","5,192.88","5,664.89","6,030.50","6,347.00","6,099.35","6,046.30","6,216.61","6,318.48","6,221.67","5,315.52","5,589.24","5,709.29","5,806.70","5,916.57","6,043.32"
248,ECU,PPPPC,Ecuador,"Gross domestic product per capita, current prices","4,436.40","4,631.36","4,919.07","5,097.81","5,209.58","5,435.34","5,567.63","5,669.71","5,922.62","6,092.77","5,802.44","5,908.76","6,141.97","6,356.35","6,537.80","7,140.55","7,656.83","8,092.43","8,342.25","8,883.96","8,840.18","9,089.63","9,842.96","10,280.26","11,106.12","11,657.90","11,014.89","11,009.16","11,623.72","11,881.73","11,928.96","10,617.16","11,210.72","11,395.97","11,638.42","11,933.75","12,272.92"
248,ECU,NGAP_NPGDP,Ecuador,Output gap in percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,ECU,PPPSH,Ecuador,Gross domestic product based on purchasing-power-parity (PPP) share of world total,0.178,0.176,0.18,0.168,0.168,0.17,0.168,0.165,0.165,0.166,0.153,0.147,0.15,0.152,0.15,0.154,0.154,0.153,0.148,0.154,0.155,0.152,0.158,0.16,0.167,0.172,0.161,0.158,0.16,0.157,0.153,0.143,0.142,0.138,0.136,0.134,0.132
248,ECU,PPPEX,Ecuador,Implied PPP conversion rate,0.267,0.253,0.262,0.27,0.302,0.342,0.356,0.359,0.38,0.371,0.276,0.247,0.311,0.343,0.372,0.378,0.395,0.414,0.43,0.48,0.48,0.51,0.528,0.551,0.543,0.544,0.554,0.549,0.535,0.532,0.522,0.501,0.499,0.501,0.499,0.496,0.492
248,ECU,NID_NGDP,Ecuador,Total investment,16.993,14.614,18.416,17.702,18.861,18.325,17.226,15.778,18.014,21.925,15.952,21.279,22.349,23.702,19.59,20.199,21.637,22.46,22.705,26.388,25.639,28.037,28.142,27.796,28.467,28.314,26.87,24.979,26.28,26.748,24.955,22.384,23.425,23.811,23.73,23.587,23.483
248,ECU,NGSD_NGDP,Ecuador,Gross national savings,12.794,12.194,13.872,16.941,15.416,15.055,12.888,15.825,15.543,13.409,19.963,27.352,20.097,19.432,18.397,18.889,22.779,26.177,26.403,29.252,26.14,25.762,27.638,27.629,27.486,27.657,24.633,26.095,26.136,25.507,24.851,20.349,23.21,24.045,24.284,24.25,23.991
248,ECU,PCPI,Ecuador,"Inflation, average consumer prices",0.76,1.128,1.679,2.591,3.757,4.788,5.884,7.32,9.56,13.011,19.803,38.833,53.463,60.138,64.907,66.686,68.133,70.38,71.982,78.029,82.055,84.972,88.774,93.303,95.842,99.282,103.22,105.004,105.442,105.206,105.486,105.486,106.593,109.068,110.57,111.676,112.793
248,ECU,PCPIPCH,Ecuador,"Inflation, average consumer prices",75.648,48.519,48.804,54.341,45,27.443,22.886,24.4,30.6,36.1,52.2,96.1,37.674,12.485,7.929,2.741,2.17,3.299,2.276,8.4,5.16,3.554,4.475,5.102,2.722,3.589,3.966,1.728,0.417,-0.224,0.266,--,1.05,2.322,1.377,1,1
248,ECU,PCPIE,Ecuador,"Inflation, end of period consumer prices",0.883,1.32,1.967,3.152,4.16,5.217,6.405,8.039,10.508,15.068,24.214,46.25,56.62,61.92,65.68,66.96,69.057,71.038,73.396,79.878,83.322,86.095,90.752,94.531,97.084,100.644,104.046,105.211,105.004,105.283,105.215,104.873,106.96,108.938,110.079,111.179,112.291
248,ECU,PCPIEPCH,Ecuador,"Inflation, end of period consumer prices",54.2,49.5,49,60.2,32,25.383,22.774,25.527,30.7,43.4,60.7,91.005,22.422,9.361,6.072,1.949,3.132,2.869,3.319,8.832,4.312,3.328,5.409,4.164,2.701,3.667,3.38,1.12,-0.197,0.266,-0.065,-0.325,1.99,1.849,1.047,1,1
248,ECU,FLIBOR6,Ecuador,Six-month London interbank offered rate (LIBOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,ECU,TM_RPCH,Ecuador,Volume of imports of goods and services,3.39,-0.839,16,1,0.8,14.636,7.949,-12.597,20.513,6.532,-31.595,12.822,25.722,19.015,-4.06,10.877,13.162,7.879,6.117,13.429,-9.214,14.292,3.158,0.386,7.603,4.345,-7.819,-7.853,14.781,3.631,0.441,-16.343,5.351,1.157,0.458,1.349,1.838
248,ECU,TMG_RPCH,Ecuador,Volume of Imports of goods,5.141,-1.442,28.659,-7.932,20.722,29.253,16.223,5.454,-13.509,-8.869,-13.172,19.133,21.488,-2.691,-3.714,8.988,14.18,7.949,5.936,13.207,-8.549,14.426,3.074,0.407,7.717,4.926,-7.5,-10.499,17.091,3.581,0.19,-16.349,5.533,1.065,0.486,1.465,1.988
248,ECU,TX_RPCH,Ecuador,Volume of exports of goods and services,-3.83,3.104,10.5,9.6,4.2,11.684,11.26,-2.123,6.986,-4.737,7.631,2.536,-1.587,0.624,7.21,17.178,7.521,5.738,-2.009,3.374,-4.109,1.112,4.451,4.997,4.57,6.178,-0.435,4.689,1.689,0.727,5.896,-9.401,2.239,2.818,2.849,2.155,2.045
248,ECU,TXG_RPCH,Ecuador,Volume of exports of goods,-6.546,4.189,14.298,6.342,13.371,13.783,11.357,-0.783,4.546,-5.339,1.295,2.923,1.052,-1.939,10.174,15.364,8.27,6.153,-2.988,2.819,-3.484,0.724,4.55,4.759,4.128,5.779,-0.299,4.256,0.851,-0.118,6.308,-7.721,1.917,2.774,2.85,2.173,2.059
248,ECU,LUR,Ecuador,Unemployment rate,7.9,6.1,8.5,8.9,8.3,5.696,5.493,9.046,7.828,10.163,13.107,7.625,9.554,7.828,10.163,7.219,7.095,6.687,6.923,5.95,6.47,5.02,4.21,4.12,4.15,3.8,4.77,5.21,4.62,3.69,3.84,8.074,5.643,5.514,5.19,4.719,4.125
248,ECU,LE,Ecuador,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,ECU,LP,Ecuador,Population,10.189,10.43,10.671,10.912,11.15,11.38,11.598,11.798,11.987,12.168,12.347,12.531,12.815,13.094,13.32,13.552,13.721,13.965,14.215,14.473,14.738,15.012,15.266,15.521,15.775,16.027,16.279,16.529,16.777,17.023,17.268,17.511,17.757,18.006,18.259,18.516,18.776
248,ECU,GGR,Ecuador,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,4.38,4.438,4.947,4.32,3.647,4.197,4.955,6.361,6.91,8.176,9.146,11.263,13.631,22.108,18.378,23.178,31.19,34.57,37.26,39.032,33.322,30.314,33.426,37.996,35.914,28.01,31.405,35.571,37.288,38.933,40.348
248,ECU,GGR_NGDP,Ecuador,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,19.071,18.465,18.315,15.726,18.473,22.909,20.249,22.281,21.306,22.345,22.034,24.065,26.723,35.796,29.396,33.324,39.343,39.317,39.167,38.37,33.56,30.333,32.05,35.325,33.429,30.093,31.643,34.601,35.169,35.539,35.559
248,ECU,GGX,Ecuador,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,4.825,5.229,5.677,5.661,4.558,4.253,4.947,6.161,6.587,7.493,8.88,9.928,12.305,21.761,20.61,24.123,31.29,35.394,41.607,44.346,39.398,38.54,38.079,41.412,39.319,36.312,34.306,34.966,35.339,36.298,37.783
248,ECU,GGX_NGDP,Ecuador,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,21.008,21.757,21.019,20.605,23.091,23.216,20.218,21.581,20.308,20.478,21.393,21.213,24.125,35.233,32.966,34.681,39.47,40.255,43.737,43.594,39.679,38.565,36.511,38.5,36.598,39.013,34.567,34.013,33.33,33.134,33.298
248,ECU,GGXCNL,Ecuador,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,-0.445,-0.791,-0.73,-1.341,-0.911,-0.056,0.008,0.2,0.324,0.683,0.266,1.335,1.325,0.347,-2.232,-0.944,-0.1,-0.824,-4.348,-5.314,-6.076,-8.226,-4.653,-3.415,-3.405,-8.302,-2.901,0.605,1.949,2.635,2.565
248,ECU,GGXCNL_NGDP,Ecuador,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,-1.937,-3.292,-2.704,-4.88,-4.617,-0.307,0.031,0.699,0.998,1.867,0.641,2.852,2.598,0.562,-3.57,-1.357,-0.127,-0.937,-4.57,-5.224,-6.119,-8.232,-4.461,-3.175,-3.169,-8.92,-2.923,0.589,1.838,2.405,2.26
248,ECU,GGSB,Ecuador,General government structural balance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.002,0.223,0.454,0.641,0.179,1.234,0.852,-1.327,-0.846,-0.244,-1.168,-2.047,-5.619,-6.41,-6.597,-6.822,-4.031,-5.137,-3.839,-6.051,-1.554,2.001,2.992,3.257,2.867
248,ECU,GGSB_NPGDP,Ecuador,General government structural balance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.009,0.776,1.365,1.764,0.437,2.67,1.659,-2.18,-1.324,-0.34,-1.468,-2.345,-6.008,-6.463,-6.691,-6.707,-3.85,-4.782,-3.555,-5.894,-1.499,1.868,2.727,2.903,2.499
248,ECU,GGXONLB,Ecuador,General government primary net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,0.375,0.059,0.284,-0.361,0.437,1.001,1.004,1.041,1.143,1.48,1.073,2.231,2.187,1.052,-1.883,-0.531,0.402,-0.172,-3.377,-4.291,-4.655,-6.666,-2.444,-0.752,-0.491,-5.434,-1.334,2.42,3.924,4.776,5.115
248,ECU,GGXONLB_NGDP,Ecuador,General government primary net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,1.633,0.244,1.051,-1.313,2.211,5.464,4.102,3.647,3.525,4.044,2.585,4.767,4.287,1.703,-3.012,-0.764,0.507,-0.196,-3.55,-4.218,-4.688,-6.67,-2.343,-0.699,-0.457,-5.839,-1.344,2.354,3.701,4.359,4.508
248,ECU,GGXWDN,Ecuador,General government net debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,ECU,GGXWDN_NGDP,Ecuador,General government net debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,ECU,GGXWDG,Ecuador,General government gross debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.756,14.891,14.615,14.148,14.403,14.568,14.519,14.964,11.609,12.308,13.31,15.383,19.056,27.543,33.558,43.139,46.533,49.629,55.678,64.151,66.93,67.624,66.033,65.676,63.609
248,ECU,GGXWDG_NGDP,Ecuador,General government gross debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,60.306,52.161,45.062,38.665,34.7,31.128,28.464,24.229,18.568,17.696,16.789,17.496,20.031,27.075,33.798,43.166,44.617,46.139,51.825,68.921,67.438,65.781,62.28,59.95,56.058
248,ECU,NGDP_FY,Ecuador,"Gross domestic product corresponding to fiscal year, current prices",12.049,12.236,13.73,15.012,17.537,21.147,22.968,24.035,27.009,27.474,19.74,18.319,24.468,28.549,32.433,36.592,41.507,46.802,51.008,61.763,62.52,69.555,79.277,87.925,95.13,101.726,99.29,99.938,104.296,107.562,107.436,93.078,99.247,102.803,106.026,109.55,113.47
248,ECU,BCA,Ecuador,Current account balance,-0.715,-0.36,-0.708,-0.122,-0.849,-0.898,-1,-0.055,-0.457,-2.099,0.918,1.113,-0.551,-1.219,-0.387,-0.479,0.474,1.74,1.886,1.769,0.313,-1.582,-0.4,-0.146,-0.933,-0.669,-2.221,1.116,-0.15,-1.335,-0.112,-1.864,-0.142,0.323,0.677,0.829,0.697
248,ECU,BCA_NGDPD,Ecuador,Current account balance,-5.934,-2.942,-5.157,-0.813,-4.841,-4.248,-4.354,-0.228,-1.691,-7.638,4.651,6.074,-2.253,-4.27,-1.193,-1.31,1.142,3.718,3.698,2.865,0.501,-2.275,-0.505,-0.167,-0.981,-0.657,-2.237,1.116,-0.144,-1.241,-0.104,-2.003,-0.143,0.314,0.639,0.757,0.614
469,EGY,NGDP_R,Egypt,"Gross domestic product, constant prices","1,091.01","1,116.64","1,140.09","1,143.51","1,176.67","1,225.95","1,280.92","1,343.41","1,422.93","1,530.26","1,623.75","1,711.16","1,771.47","1,827.90","1,886.27","1,963.46","2,051.26","2,191.64","2,346.98","2,514.94","2,632.48","2,767.98","2,816.82","2,879.53","2,974.61","3,061.35","3,195.19","3,334.07","3,470.00","3,654.40","3,857.50","3,994.32","4,104.35","4,308.02","4,535.93","4,776.04","5,041.91"
469,EGY,NGDP_RPCH,Egypt,"Gross domestic product, constant prices",2.993,2.35,2.1,0.3,2.9,4.188,4.484,4.879,5.919,7.543,6.11,5.383,3.524,3.186,3.193,4.092,4.472,6.844,7.088,7.156,4.674,5.147,1.765,2.226,3.302,2.916,4.372,4.347,4.077,5.314,5.558,3.547,2.755,4.962,5.29,5.294,5.567
469,EGY,NGDP,Egypt,"Gross domestic product, current prices",80.753,101.047,116.924,146.26,165.169,184.008,214.501,241.209,270.44,302.194,323.434,357.607,377.164,398.404,438.991,510.281,566.22,649.497,783.139,941.597,"1,095.85","1,268.71","1,441.68","1,674.70","1,860.40","2,130.00","2,443.90","2,709.40","3,470.00","4,437.40","5,322.10","5,820.46","6,353.87","7,207.19","8,178.68","9,279.47","10,555.59"
469,EGY,NGDPD,Egypt,"Gross domestic product, current prices",115.362,96.087,48.431,44.168,49.526,54.55,63.25,71.118,79.777,89.189,95.039,104.752,102.273,90.261,85.163,82.855,94.127,112.902,137.055,170.797,198.316,230.024,247.726,278.769,288.007,305.567,332.075,332.484,236.528,250.253,302.335,361.875,374.892,394.118,419.858,447.033,479.603
469,EGY,PPPGDP,Egypt,"Gross domestic product, current prices",208.572,221.462,233.76,239.805,252.606,268.804,286.746,306.242,329.962,358.845,386.268,416.161,440.276,461.488,485.069,518.512,558.57,614.86,676.128,738.606,779.019,828.662,860.9,958.66,992.022,985.262,"1,064.24","1,057.09","1,062.27","1,145.58","1,230.83","1,292.48","1,357.42","1,450.13","1,554.52","1,668.11","1,795.43"
469,EGY,NGDP_D,Egypt,"Gross domestic product, deflator",7.402,9.049,10.256,12.79,14.037,15.01,16.746,17.955,19.006,19.748,19.919,20.898,21.291,21.796,23.273,25.989,27.604,29.635,33.368,37.44,41.628,45.835,51.181,58.159,62.543,69.577,76.487,81.264,100,121.426,137.968,145.719,154.808,167.297,180.309,194.292,209.357
469,EGY,NGDPRPC,Egypt,"Gross domestic product per capita, constant prices","21,434.28","21,741.27","21,747.89","21,370.67","21,316.51","21,775.22","22,238.11","22,847.07","23,675.99","24,963.37","25,938.53","26,736.93","27,128.12","27,445.89","27,739.26","28,332.71","29,013.55","30,355.16","31,888.35","33,443.34","34,232.48","35,171.25","34,991.55","34,903.37","35,160.86","35,268.96","35,900.99","36,638.15","36,449.58","37,635.43","38,833.91","39,307.18","39,481.87","40,509.37","41,693.51","42,913.61","44,283.92"
469,EGY,NGDPRPPPPC,Egypt,"Gross domestic product per capita, constant prices","6,561.64","6,655.62","6,657.65","6,542.17","6,525.59","6,666.01","6,807.72","6,994.14","7,247.89","7,642.00","7,940.52","8,184.93","8,304.69","8,401.97","8,491.78","8,673.45","8,881.87","9,292.58","9,761.93","10,237.96","10,479.53","10,766.92","10,711.91","10,684.91","10,763.74","10,796.83","10,990.31","11,215.98","11,158.25","11,521.27","11,888.16","12,033.04","12,086.52","12,401.07","12,763.57","13,137.08","13,556.57"
469,EGY,NGDPPC,Egypt,"Gross domestic product per capita, current prices","1,586.51","1,967.41","2,230.40","2,733.41","2,992.19","3,268.35","3,723.98","4,102.19","4,499.83","4,929.76","5,166.68","5,587.61","5,775.87","5,982.04","6,455.75","7,363.37","8,008.77","8,995.80","10,640.48","12,521.23","14,250.30","16,120.85","17,909.05","20,299.39","21,990.54","24,539.17","27,459.55","29,773.63","36,449.58","45,699.28","53,578.21","57,277.89","61,121.22","67,771.09","75,177.16","83,377.78","92,711.52"
469,EGY,NGDPDPC,Egypt,"Gross domestic product per capita, current prices","2,266.44","1,870.85",923.843,825.448,897.202,968.914,"1,098.09","1,209.49","1,327.41","1,454.96","1,518.20","1,636.75","1,566.20","1,355.28","1,252.40","1,195.60","1,331.36","1,563.74","1,862.16","2,271.23","2,578.88","2,922.80","3,077.34","3,379.01","3,404.34","3,520.36","3,731.18","3,653.67","2,484.54","2,577.27","3,043.64","3,561.14","3,606.29","3,706.00","3,859.27","4,016.67","4,212.44"
469,EGY,PPPPC,Egypt,"Gross domestic product per capita, current prices","4,097.69","4,311.93","4,459.12","4,481.64","4,576.20","4,774.49","4,978.22","5,208.20","5,490.22","5,853.91","6,170.42","6,502.52","6,742.36","6,929.26","7,133.37","7,482.13","7,900.57","8,516.06","9,186.53","9,821.88","10,130.29","10,529.38","10,694.41","11,620.12","11,726.03","11,350.95","11,957.71","11,616.34","11,158.25","11,797.90","12,390.92","12,718.99","13,057.76","13,635.92","14,288.87","14,988.24","15,769.55"
469,EGY,NGAP_NPGDP,Egypt,Output gap in percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,EGY,PPPSH,Egypt,Gross domestic product based on purchasing-power-parity (PPP) share of world total,0.82,0.806,0.803,0.725,0.732,0.741,0.746,0.754,0.768,0.803,0.824,0.829,0.838,0.84,0.833,0.824,0.821,0.833,0.847,0.882,0.927,0.925,0.905,0.958,0.945,0.905,0.958,0.917,0.874,0.89,0.915,0.993,0.971,0.978,0.993,1.009,1.029
469,EGY,PPPEX,Egypt,Implied PPP conversion rate,0.387,0.456,0.5,0.61,0.654,0.685,0.748,0.788,0.82,0.842,0.837,0.859,0.857,0.863,0.905,0.984,1.014,1.056,1.158,1.275,1.407,1.531,1.675,1.747,1.875,2.162,2.296,2.563,3.267,3.874,4.324,4.503,4.681,4.97,5.261,5.563,5.879
